                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.58526,                 0.2879,                0.90647,                0.98675,                0.98935,                 0.9936,                 0.7826,                 0.8549,                0.31418,                 1.0269,             0.00017679,             0.00017679,             0.00017679
                    155,                0.59921,                0.29028,                0.90013,                0.99023,                0.98529,                0.99364,                0.78425,                0.85045,                0.31416,                  1.022,             0.00017325,             0.00017325,             0.00017325
                    156,                0.59719,                0.28984,                0.90271,                0.98648,                0.98478,                0.99364,                0.77903,                0.85645,                0.31019,                 1.0264,             0.00016972,             0.00016972,             0.00016972
                    157,                0.58702,                0.28441,                0.90315,                0.99168,                0.98223,                 0.9943,                0.77743,                0.85716,                0.30975,                 1.0235,             0.00016618,             0.00016618,             0.00016618
                    158,                0.58221,                0.28155,                0.89899,                0.98776,                0.98165,                0.99408,                 0.7815,                 0.8557,                0.30899,                 1.0287,             0.00016265,             0.00016265,             0.00016265
                    159,                0.59956,                0.28486,                0.90078,                0.98718,                0.98509,                0.99413,                0.78487,                  0.858,                0.31136,                 1.0285,             0.00015911,             0.00015911,             0.00015911
                    160,                0.60491,                0.29188,                 0.8909,                0.98729,                0.98561,                0.99416,                0.78553,                 0.8557,                0.30933,                 1.0257,             0.00015558,             0.00015558,             0.00015558
                    161,                0.58353,                0.28675,                0.89936,                0.98529,                0.98577,                0.99391,                0.78672,                0.85304,                0.31674,                 1.0247,             0.00015205,             0.00015205,             0.00015205
                    162,                0.57939,                0.28579,                 0.8968,                0.98813,                0.98645,                0.99397,                0.78773,                0.85666,                0.31364,                 1.0291,             0.00014851,             0.00014851,             0.00014851
                    163,                 0.5689,                0.27863,                0.89636,                0.98511,                0.98841,                0.99391,                0.78561,                0.85956,                0.31443,                 1.0268,             0.00014498,             0.00014498,             0.00014498
                    164,                0.57702,                0.27748,                0.89369,                0.98725,                0.98902,                0.99391,                0.78292,                0.85588,                0.30923,                 1.0279,             0.00014144,             0.00014144,             0.00014144
                    165,                0.57464,                 0.2775,                0.89107,                0.98931,                 0.9861,                0.99365,                0.78517,                0.85027,                0.31259,                 1.0256,             0.00013791,             0.00013791,             0.00013791
                    166,                0.56906,                0.28165,                0.88194,                0.98699,                0.98883,                0.99368,                0.78327,                0.85626,                0.31361,                 1.0264,             0.00013437,             0.00013437,             0.00013437
                    167,                0.56033,                0.27183,                0.88861,                0.98884,                0.98349,                0.99369,                0.77938,                0.85425,                0.30944,                 1.0274,             0.00013084,             0.00013084,             0.00013084
                    168,                0.55874,                0.27079,                0.88755,                 0.9838,                0.98712,                0.99275,                 0.7778,                 0.8531,                  0.312,                 1.0271,             0.00012731,             0.00012731,             0.00012731
                    169,                0.55989,                0.26957,                0.88303,                0.98852,                0.98985,                0.99389,                0.77933,                0.86145,                0.31065,                 1.0286,             0.00012377,             0.00012377,             0.00012377
                    170,                0.54705,                0.26771,                0.88433,                  0.988,                 0.9905,                0.99394,                0.77796,                0.86213,                0.31101,                  1.033,             0.00012024,             0.00012024,             0.00012024
                    171,                0.56032,                0.26942,                 0.8842,                0.98633,                0.98831,                0.99398,                0.78054,                0.85928,                 0.3069,                 1.0304,              0.0001167,              0.0001167,              0.0001167
                    172,                 0.5623,                0.27688,                0.88312,                0.98456,                 0.9871,                0.99407,                 0.7764,                0.85504,                0.30913,                 1.0266,             0.00011317,             0.00011317,             0.00011317
                    173,                 0.5565,                0.26812,                0.88699,                0.98536,                0.98832,                0.99365,                0.77744,                0.85597,                0.31309,                 1.0279,             0.00010963,             0.00010963,             0.00010963
                    174,                0.54312,                0.26496,                 0.8776,                0.98607,                0.99052,                  0.994,                0.77885,                0.85986,                0.30376,                 1.0295,              0.0001061,              0.0001061,              0.0001061
                    175,                 0.5379,                0.26621,                0.87985,                 0.9861,                0.98858,                0.99398,                0.77895,                0.85942,                0.30872,                 1.0291,             0.00010257,             0.00010257,             0.00010257
                    176,                0.55618,                0.26924,                0.88465,                0.98599,                0.98668,                0.99396,                0.78044,                0.86259,                0.30956,                 1.0306,             9.9032e-05,             9.9032e-05,             9.9032e-05
                    177,                0.55099,                0.26968,                0.88925,                0.98403,                0.98869,                 0.9937,                0.78238,                0.85493,                 0.3119,                 1.0293,             9.5498e-05,             9.5498e-05,             9.5498e-05
                    178,                0.55716,                0.27181,                0.88654,                0.98501,                0.98781,                0.99336,                0.78194,                0.85921,                0.31501,                 1.0321,             9.1963e-05,             9.1963e-05,             9.1963e-05
                    179,                0.54959,                0.26636,                0.88844,                0.98658,                0.98749,                0.99361,                 0.7808,                0.86323,                0.31272,                 1.0329,             8.8429e-05,             8.8429e-05,             8.8429e-05
                    180,                0.53783,                0.26548,                0.88014,                0.98721,                0.98858,                0.99374,                0.78058,                0.87076,                0.31417,                 1.0347,             8.4895e-05,             8.4895e-05,             8.4895e-05
                    181,                0.54198,                 0.2646,                0.87978,                0.98755,                0.98811,                0.99351,                0.78277,                0.85827,                0.31425,                 1.0336,              8.136e-05,              8.136e-05,              8.136e-05
                    182,                 0.5397,                0.26712,                0.87702,                0.98723,                0.98585,                0.99368,                0.78383,                0.86051,                0.31296,                 1.0329,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    183,                0.53096,                0.25949,                0.88318,                0.98617,                0.99021,                0.99374,                0.78343,                0.85949,                0.31078,                 1.0314,             7.4292e-05,             7.4292e-05,             7.4292e-05
                    184,                0.51987,                0.25908,                0.87217,                0.98773,                0.98935,                0.99397,                0.78305,                 0.8597,                0.30717,                  1.032,             7.0757e-05,             7.0757e-05,             7.0757e-05
                    185,                0.50651,                 0.2485,                0.87108,                0.98387,                0.98879,                0.99397,                0.78175,                0.86034,                0.31057,                 1.0323,             6.7223e-05,             6.7223e-05,             6.7223e-05
                    186,                0.51919,                0.25905,                0.87703,                0.98576,                0.98793,                0.99391,                0.77928,                0.86114,                0.30895,                 1.0344,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    187,                0.53471,                0.25936,                 0.8771,                0.98647,                0.98891,                0.99393,                0.77859,                0.86336,                0.30738,                 1.0334,             6.0154e-05,             6.0154e-05,             6.0154e-05
                    188,                0.52159,                0.25772,                0.86659,                 0.9841,                0.98966,                0.99386,                0.77565,                0.86575,                0.30912,                 1.0342,              5.662e-05,              5.662e-05,              5.662e-05
                    189,                0.51638,                0.25361,                 0.8766,                0.98452,                0.98752,                0.99398,                0.77169,                0.86651,                0.30951,                 1.0343,             5.3086e-05,             5.3086e-05,             5.3086e-05
                    190,                0.53009,                0.26019,                0.88038,                0.98199,                0.98867,                0.99386,                0.77477,                0.86739,                0.31051,                 1.0331,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    191,                0.48463,                0.21891,                0.85447,                0.98585,                0.98963,                0.99358,                0.76776,                0.87106,                0.31362,                 1.0362,             4.6017e-05,             4.6017e-05,             4.6017e-05
                    192,                0.48191,                0.22007,                0.86123,                0.98538,                0.98825,                0.99278,                0.76506,                0.87127,                0.31481,                 1.0384,             4.2483e-05,             4.2483e-05,             4.2483e-05
                    193,                0.48631,                0.22128,                 0.8535,                0.98515,                0.98811,                0.99345,                0.76785,                0.86883,                0.31524,                 1.0381,             3.8949e-05,             3.8949e-05,             3.8949e-05
                    194,                0.47616,                0.22015,                0.85214,                 0.9845,                0.98678,                0.99335,                0.77291,                0.86902,                0.31459,                 1.0388,             3.5414e-05,             3.5414e-05,             3.5414e-05
                    195,                0.46308,                0.21233,                0.84899,                0.98401,                0.98695,                0.99344,                0.77282,                0.86979,                 0.3156,                 1.0395,              3.188e-05,              3.188e-05,              3.188e-05
                    196,                0.46871,                0.21236,                0.84935,                0.98328,                0.98819,                0.99352,                0.77554,                0.86656,                 0.3146,                 1.0378,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    197,                0.47019,                0.21459,                0.85368,                0.98301,                0.98891,                 0.9935,                0.77799,                0.86501,                0.31382,                 1.0379,             2.4812e-05,             2.4812e-05,             2.4812e-05
                    198,                0.45778,                0.20834,                0.84245,                0.98586,                0.98832,                 0.9936,                0.78068,                0.86511,                0.31618,                 1.0376,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    199,                0.45142,                0.20871,                0.84155,                0.98426,                0.98884,                0.99339,                0.78235,                0.86671,                0.31606,                 1.0381,             1.7743e-05,             1.7743e-05,             1.7743e-05
                    200,                0.46198,                0.21375,                0.84332,                 0.9865,                0.98516,                0.99337,                0.78321,                0.86827,                0.31717,                 1.0387,             1.4209e-05,             1.4209e-05,             1.4209e-05
